,practice,i,code,condition,scrolling_direction,sdt_resp_cat,RT
0,True,1,MYKF,ZOAS,Bwd,CR,1.125967025756836
1,True,2,MYKF,ZIPF,Fwd,Hit,0.7541952133178711
2,True,3,MYKF,ZIAS,Bwd,CR,5.433349847793579
