,practice,i,code,condition,scrolling_direction,sdt_resp_cat,RT
0,True,1,LICP,ZOPS,Bwd,Miss,1.8365957736968994
1,True,2,LICP,ZOAS,Fwd,FA,3.9577689170837402
2,True,3,LICP,ZOPS,Bwd,Miss,1.5734169483184814
