,pcode,btn,duration_seconds,n_Btn
0,my9!h78,60,5.95,1
1,my9!h78,70,45.28,1
2,my9!h78,112,22.74,1
3,my9!h78,132,5.38,1
4,my9!h78,154,7.02,1
5,my9!h78,180,4.35,1
6,my9!h78,60,4.38,2
7,my9!h78,154,2.98,2
8,my9!h78,82,3.77,1
