,pcode,btn,duration_seconds,n_Btn
0,u09bc!8,60,7.4,1
1,u09bc!8,60,5.0,2
2,u09bc!8,96,3.27,1
3,u09bc!8,180,4.68,1
4,u09bc!8,154,2.9,1
5,u09bc!8,132,3.75,1
6,u09bc!8,180,2.82,2
7,u09bc!8,96,2.22,2
