,pcode,btn,duration_seconds,n_Btn
0,#pq0o45,60,8.35,1
1,#pq0o45,82,7.1,1
2,#pq0o45,132,5.42,1
3,#pq0o45,60,3.67,2
4,#pq0o45,154,9.7,1
5,#pq0o45,96,3.15,1
6,#pq0o45,180,6.97,1
