,pcode,btn,duration_seconds,n_Btn
0,93wra#2,60,15.1,1
1,93wra#2,70,5.74,1
2,93wra#2,82,5.54,1
3,93wra#2,96,5.18,1
4,93wra#2,112,9.16,1
5,93wra#2,132,6.12,1
6,93wra#2,154,4.47,1
7,93wra#2,180,5.36,1
