,pcode,btn,duration_seconds,n_Btn
0,w0ep#21,60,6.12,1
1,w0ep#21,60,4.78,2
2,w0ep#21,70,4.67,1
3,w0ep#21,82,10.7,1
4,w0ep#21,96,5.3,1
5,w0ep#21,112,5.68,1
6,w0ep#21,132,6.2,1
7,w0ep#21,154,6.93,1
8,w0ep#21,180,9.08,1
9,w0ep#21,60,3.95,3
10,w0ep#21,180,0.97,2
11,w0ep#21,70,2.67,2
12,w0ep#21,96,3.67,2
13,w0ep#21,112,0.87,2
14,w0ep#21,132,0.83,2
15,w0ep#21,154,1.07,2
16,w0ep#21,180,0.72,3
