,pcode,btn,duration_seconds,n_Btn
0,0f2kn3!,60,3.9,1
1,0f2kn3!,82,2.73,1
2,0f2kn3!,180,4.67,1
3,0f2kn3!,154,4.25,1
4,0f2kn3!,60,4.68,2
5,0f2kn3!,96,2.35,1
6,0f2kn3!,180,3.22,2
7,0f2kn3!,60,2.68,3
