,pcode,btn,duration_seconds,n_Btn
0,63xnq5!,60,10.42,1
1,63xnq5!,70,3.22,1
2,63xnq5!,82,4.4,1
3,63xnq5!,96,4.72,1
4,63xnq5!,60,2.72,2
5,63xnq5!,70,3.78,2
6,63xnq5!,82,5.48,2
7,63xnq5!,96,3.47,2
8,63xnq5!,112,4.43,1
9,63xnq5!,132,3.13,1
10,63xnq5!,154,4.7,1
11,63xnq5!,180,7.69,1
12,63xnq5!,82,9.47,3
