,pcode,btn,duration_seconds,n_Btn
0,842!okf,60,3.67,1
1,842!okf,70,2.32,1
2,842!okf,180,1.66,1
3,842!okf,82,2.35,1
4,842!okf,60,2.15,2
5,842!okf,70,1.07,2
