,pcode,btn,duration_seconds,n_Btn
0,vus64!8,60,46.17,1
1,vus64!8,60,19.05,2
2,vus64!8,70,10.27,1
3,vus64!8,82,4.85,1
4,vus64!8,96,5.23,1
5,vus64!8,112,5.68,1
6,vus64!8,132,3.43,1
7,vus64!8,154,4.4,1
8,vus64!8,180,3.27,1
