,pcode,btn,duration_seconds,n_Btn
0,1sy20#t,60,5.68,1
1,1sy20#t,70,3.33,1
2,1sy20#t,82,3.82,1
3,1sy20#t,96,3.43,1
4,1sy20#t,112,3.75,1
5,1sy20#t,132,4.18,1
6,1sy20#t,154,4.18,1
7,1sy20#t,180,11.95,1
8,1sy20#t,154,2.77,2
9,1sy20#t,132,2.28,2
10,1sy20#t,180,2.08,2
11,1sy20#t,180,3.75,3
