,pcode,btn,duration_seconds,n_Btn
0,v31r9!t,60,3.07,1
1,v31r9!t,60,11.7,2
2,v31r9!t,60,4.35,3
3,v31r9!t,70,6.68,1
4,v31r9!t,82,4.33,1
5,v31r9!t,180,5.4,1
6,v31r9!t,112,3.38,1
7,v31r9!t,96,9.22,1
8,v31r9!t,154,6.1,1
9,v31r9!t,180,4.25,2
10,v31r9!t,60,5.68,4
11,v31r9!t,82,6.83,2
12,v31r9!t,112,7.08,2
13,v31r9!t,154,7.69,2
