,pcode,btn,duration_seconds,n_Btn
0,3!4zpq5,60,5.68,1
1,3!4zpq5,60,3.72,2
2,3!4zpq5,70,7.69,1
3,3!4zpq5,82,4.68,1
4,3!4zpq5,60,3.92,3
5,3!4zpq5,96,4.07,1
6,3!4zpq5,180,4.97,1
7,3!4zpq5,154,4.35,1
8,3!4zpq5,132,4.67,1
9,3!4zpq5,154,3.7,2
10,3!4zpq5,112,5.02,1
11,3!4zpq5,96,5.23,2
12,3!4zpq5,70,4.33,2
13,3!4zpq5,60,3.45,4
14,3!4zpq5,112,5.85,2
15,3!4zpq5,132,4.68,2
16,3!4zpq5,154,3.45,3
