,pcode,btn,duration_seconds,n_Btn
0,!48c0za,60,4.5,1
1,!48c0za,70,3.15,1
2,!48c0za,180,3.67,1
3,!48c0za,60,2.72,2
4,!48c0za,132,3.13,1
5,!48c0za,154,4.28,1
6,!48c0za,112,3.32,1
